pmid,label,label_name,title_len,abstract_len,n_sentences,avg_sentence_len,n_authors,n_affiliations,n_grants,n_references,is_english,year,n_exaggeration,n_certainty,n_hedge,n_stats,digits_per_1000,single_author,design_meta,design_rct,design_case_report,design_cohort,design_basic,design_review
37746197,0,control,78,1768,15,117.9,4,2,0,110,1,2022,1,0,1,0,0.0,0,0,0,0,0,0,0
37746194,0,control,185,1435,9,159.4,4,1,0,104,1,2022,0,1,2,1,0.7,0,0,0,0,0,0,0
37746190,0,control,91,1335,9,148.3,5,2,0,43,1,2022,0,1,5,0,7.5,0,0,0,0,0,0,0
37746187,0,control,98,2170,13,166.9,3,4,0,62,1,2022,8,0,7,0,9.7,0,0,0,0,0,0,0
37746183,0,control,68,1971,15,131.4,8,1,0,81,1,2022,0,0,3,0,2.5,0,0,0,0,0,0,1
37746181,0,control,179,2336,16,146.0,11,5,0,63,1,2022,0,0,1,0,12.0,0,0,0,0,0,0,0
37746176,0,control,177,1882,11,171.1,5,3,0,129,1,2022,3,2,2,0,6.4,0,0,0,0,0,0,0
37746174,0,control,164,1663,9,184.8,4,2,0,190,1,2022,0,0,1,2,0.0,0,0,0,0,1,1,1
37746171,0,control,114,1369,10,136.9,4,2,0,47,1,2022,1,2,4,0,2.9,0,0,0,0,0,0,0
37746169,0,control,122,1712,19,90.1,2,3,0,39,1,2022,1,0,3,0,7.0,0,0,0,0,0,0,0
37746167,0,control,177,1846,15,123.1,13,11,0,46,1,2022,0,0,3,0,17.3,0,0,0,0,0,1,0
37746162,0,control,107,1711,14,122.2,4,3,0,48,1,2022,0,1,2,1,0.0,0,0,0,0,0,0,0
37745943,0,control,139,1420,7,202.9,6,6,3,153,1,2023,0,1,2,0,1.4,0,0,0,0,1,0,0
37745903,0,control,141,1652,20,82.6,7,3,0,28,1,2023,0,0,0,6,36.3,0,0,0,0,1,0,0
37745832,0,control,129,1115,7,159.3,5,3,0,69,1,2023,0,0,0,0,7.2,0,0,0,0,0,0,0
37745782,0,control,65,1379,9,153.2,5,3,0,60,1,2022,3,2,0,1,0.0,0,0,0,0,0,0,0
37745778,0,control,91,2085,13,160.4,6,4,1,27,1,2022,0,5,2,0,6.2,0,0,0,0,0,0,1
37745675,0,control,177,3493,19,183.8,11,1,7,25,1,2022,0,0,1,3,30.6,0,0,1,0,1,0,0
37745674,0,control,140,1952,12,162.7,6,7,3,78,1,2023,2,0,2,0,9.2,0,0,0,0,0,1,0
37745628,0,control,100,1974,14,141.0,6,5,0,34,1,2022,0,0,2,0,5.1,0,0,0,0,0,0,0
37745627,0,control,55,1549,11,140.8,15,9,0,26,1,2022,0,0,4,1,40.7,0,0,0,0,0,0,0
37745626,0,control,97,1432,10,143.2,4,4,0,32,1,2022,1,1,0,0,0.0,0,0,0,0,0,0,0
37745281,0,control,134,1949,11,177.2,4,4,0,106,1,2022,0,0,1,0,0.0,0,0,0,0,0,0,0
37745164,0,control,118,1381,11,125.5,6,5,1,39,1,2023,0,1,3,0,0.0,0,0,1,1,0,0,0
37745006,0,control,58,1069,6,178.2,3,3,0,21,1,2023,0,2,0,0,0.0,0,0,0,0,0,0,0
37744892,0,control,126,1376,7,196.6,3,2,1,45,1,2022,0,0,0,0,0.0,0,0,0,0,0,0,0
37744780,0,control,85,1025,8,128.1,139,41,2,10,1,2022,0,0,1,0,3.9,0,0,0,0,0,0,1
37744648,0,control,126,899,9,99.9,4,3,0,76,1,2023,0,0,3,0,0.0,0,0,0,0,0,0,0
37744647,0,control,55,860,6,143.3,3,3,0,36,1,2023,0,0,1,0,0.0,0,0,0,0,0,0,0
37744422,0,control,129,349,2,174.5,4,2,1,37,1,2023,0,0,2,0,17.2,0,0,0,0,0,0,0
37744210,0,control,109,1049,8,131.1,9,2,5,51,1,2023,0,0,0,0,0.0,0,0,0,0,0,0,0
37744182,0,control,109,1693,20,84.7,7,3,1,21,1,2022,0,3,0,2,40.8,0,0,0,0,1,0,1
37744081,0,control,85,624,4,156.0,2,2,0,10,1,2023,1,1,1,0,12.8,0,0,0,0,0,0,0
37744080,0,control,123,700,5,140.0,3,2,0,9,1,2023,0,1,0,2,5.7,0,0,0,0,0,0,0
37744079,0,control,111,1129,7,161.3,4,3,0,18,1,2023,0,1,1,0,0.0,0,0,0,0,0,0,0
37744078,0,control,52,1308,8,163.5,7,8,0,31,1,2023,0,1,3,0,0.0,0,0,0,0,0,0,1
37744077,0,control,118,1077,10,107.7,3,3,0,24,1,2023,0,0,0,0,5.6,0,0,0,0,0,0,0
37744075,0,control,116,793,8,99.1,4,2,0,10,1,2023,0,0,2,0,27.7,0,0,0,0,1,0,0
37744074,0,control,143,1654,40,41.4,4,4,0,45,1,2023,0,0,0,5,81.6,0,1,0,0,0,0,1
37744073,0,control,203,1943,20,97.2,8,6,0,73,1,2023,0,2,1,1,23.2,0,0,1,0,1,0,0
37744072,0,control,141,1880,29,64.8,6,4,0,29,1,2023,0,0,1,2,53.7,0,0,0,0,1,0,0
37744071,0,control,199,2034,22,92.5,12,6,0,18,1,2023,2,1,0,2,19.7,0,0,1,0,0,0,0
37744069,0,control,160,2559,21,121.9,2,1,0,26,1,2023,1,0,3,8,16.0,0,0,0,0,1,0,0
37744068,0,control,120,2685,21,127.9,7,4,0,39,1,2023,0,0,3,2,10.1,0,0,0,0,1,0,0
37743838,0,control,138,2000,28,71.4,20,11,0,42,1,2023,0,1,1,1,22.0,0,0,0,0,1,0,0
37743836,0,control,117,1494,17,87.9,8,7,0,59,1,2023,0,0,1,1,13.4,0,0,0,0,0,0,0
37743742,0,control,66,2274,14,162.4,9,4,0,0,1,2023,5,1,5,1,17.6,0,0,0,0,0,0,1
37743236,0,control,105,1647,12,137.2,11,3,0,19,1,2023,0,2,1,1,1.2,0,0,0,0,0,0,0
37737254,0,control,159,1866,29,64.3,3,2,0,30,1,2022,0,0,0,0,71.8,0,0,0,1,1,0,1
37737203,0,control,46,1013,7,144.7,1,1,0,0,1,2023,0,0,1,0,0.0,1,0,0,0,0,0,0
37736610,0,control,77,905,7,129.3,7,3,0,21,1,2022,0,0,0,0,12.2,0,0,0,1,0,0,0
37736609,0,control,156,1778,33,53.9,25,18,0,33,1,2022,0,0,0,1,58.5,0,0,0,0,0,0,0
37736608,0,control,204,1669,21,79.5,10,9,0,23,1,2022,0,1,1,0,19.8,0,0,0,0,0,0,0
37736607,0,control,127,1384,14,98.9,1,1,0,27,1,2022,0,0,0,0,6.5,1,0,0,0,0,0,0
37736606,0,control,116,1613,18,89.6,9,4,0,21,1,2022,2,0,0,0,9.3,0,0,0,1,0,0,0
37736605,0,control,127,1196,11,108.7,4,2,0,33,1,2022,1,0,0,0,2.5,0,0,0,0,0,1,0
37736604,0,control,141,1781,26,68.5,5,4,0,39,1,2022,0,0,0,1,29.2,0,0,0,0,0,0,0
37736399,0,control,132,1045,10,104.5,6,6,3,35,1,2022,0,1,1,0,1.9,0,0,0,0,0,0,0
37736343,0,control,160,2158,12,179.8,5,3,0,68,1,2023,1,0,5,1,0.9,0,0,0,0,0,0,0
37736341,0,control,125,1733,13,133.3,11,7,0,54,1,2023,0,1,2,1,4.0,0,0,0,0,0,1,0
37736340,0,control,114,1837,20,91.8,10,9,0,44,1,2023,0,0,1,0,25.0,0,0,0,0,0,1,0
37736337,0,control,119,1923,12,160.2,10,9,0,59,1,2023,0,2,2,3,27.6,0,0,0,0,0,1,0
37736283,0,control,106,2011,22,91.4,13,12,4,46,1,2022,0,1,0,3,18.9,0,0,0,0,0,0,0
37736251,0,control,139,1289,16,80.6,4,2,1,23,1,2022,0,0,1,0,14.0,0,0,0,0,0,0,0
37736139,0,control,99,1332,8,166.5,2,2,2,78,1,2023,0,0,1,0,9.0,0,0,0,0,0,0,0
37736024,0,control,94,1213,5,242.6,10,6,2,26,1,2022,0,0,1,2,0.0,0,0,0,0,1,0,0
37733827,0,control,89,2580,31,83.2,3,2,0,0,1,2022,1,0,2,5,20.2,0,0,0,0,0,0,0
37733826,0,control,77,1452,13,111.7,2,1,0,0,1,2022,0,0,0,1,11.0,0,0,0,0,0,0,0
37733825,0,control,123,2052,15,136.8,3,2,0,0,1,2022,0,0,0,0,17.1,0,0,0,0,0,0,0
37733824,0,control,90,1569,12,130.8,4,2,0,0,1,2022,0,0,0,0,30.6,0,0,0,0,0,0,0
37733823,0,control,112,1777,21,84.6,4,1,0,0,1,2022,0,1,1,0,25.3,0,0,0,0,0,0,0
37733822,0,control,90,1984,13,152.6,6,3,0,0,1,2022,0,1,4,0,6.6,0,0,0,0,0,0,0
37733821,0,control,83,1843,18,102.4,6,1,0,0,1,2022,0,0,4,4,22.8,0,0,0,0,1,0,0
37733820,0,control,115,2497,24,104.0,4,2,0,0,1,2022,0,0,1,1,10.0,0,0,0,0,0,0,0
37732870,0,control,176,1314,7,187.7,9,3,0,0,1,2022,0,1,1,1,22.8,0,0,1,0,0,0,0
37732868,0,control,208,1342,15,89.5,2,2,0,0,1,2022,0,0,4,1,17.9,0,0,0,0,1,0,1
37732867,0,control,76,1365,12,113.8,1,1,0,0,1,2022,2,0,4,0,0.0,1,0,0,0,1,0,0
37732866,0,control,64,1027,7,146.7,13,10,0,0,1,2022,0,0,2,1,7.8,0,0,0,0,0,0,0
37732865,0,control,84,1474,19,77.6,6,5,0,62,1,2022,0,0,0,2,27.1,0,0,0,0,0,0,0
37732864,0,control,116,1344,11,122.2,4,4,0,0,1,2022,0,1,1,0,3.7,0,0,0,0,0,0,0
37732863,0,control,105,992,11,90.2,5,3,0,51,1,2022,0,0,0,1,41.3,0,0,0,0,0,0,0
37732862,0,control,113,1380,11,125.5,5,4,1,0,1,2022,1,0,2,1,2.9,0,0,0,0,0,0,0
37732861,0,control,151,1311,11,119.2,5,3,1,40,1,2022,0,0,5,1,27.5,0,0,0,0,0,0,0
37732860,0,control,97,1697,10,169.7,8,7,0,62,1,2022,1,0,4,1,10.6,0,0,0,0,0,0,0
37732859,0,control,108,2141,39,54.9,9,9,0,0,1,2022,0,0,0,5,67.7,0,0,0,0,0,0,0
37732858,0,control,107,1450,10,145.0,8,4,0,0,1,2022,0,0,1,2,7.6,0,0,0,0,0,0,0
37732856,0,control,58,1354,12,112.8,10,7,3,0,1,2022,0,2,1,2,9.6,0,1,1,1,0,0,1
37732855,0,control,135,1297,18,72.1,6,4,0,0,1,2022,0,0,1,1,38.6,0,1,0,0,1,0,1
37732854,0,control,47,830,5,166.0,1,1,0,0,1,2022,1,0,5,0,0.0,1,0,0,0,0,0,0
37732853,0,control,166,1106,7,158.0,6,6,1,0,1,2022,2,1,1,1,15.4,0,0,1,0,0,0,0
37732851,0,control,113,1291,14,92.2,8,6,0,34,1,2022,0,0,1,1,45.7,0,0,0,0,1,0,0
37732850,0,control,77,1385,10,138.5,4,3,0,0,1,2022,0,0,1,4,5.8,0,0,0,0,0,0,0
37732331,0,control,99,1300,8,162.5,5,5,0,52,1,2022,0,0,2,1,19.2,0,0,0,0,0,0,0
37732056,0,control,74,912,6,152.0,8,11,0,119,1,2023,0,0,2,0,0.0,0,0,0,0,0,0,1
37732027,0,control,216,1899,20,95.0,4,1,0,30,1,2023,0,1,0,4,32.1,0,0,1,0,0,1,0
37731964,0,control,118,1038,9,115.3,2,1,0,115,1,2023,1,0,0,0,0.0,0,0,0,0,0,0,1
37731963,0,control,125,1014,7,144.9,5,1,0,43,1,2023,0,1,0,0,3.9,0,0,0,0,0,0,0
37731915,0,control,65,577,6,96.2,7,2,1,8,1,2022,0,0,1,0,3.5,0,0,0,0,0,0,0
37731908,0,control,120,1890,37,51.1,8,5,0,38,1,2022,0,0,0,3,61.4,0,0,0,0,1,0,0
37731590,0,control,73,1025,8,128.1,3,2,2,40,1,2022,0,0,1,0,1.0,0,0,0,0,0,0,0
37731589,0,control,85,1017,8,127.1,2,1,2,34,1,2022,0,0,0,0,0.0,0,0,0,0,0,0,0
37729752,0,control,137,1825,18,101.4,8,5,0,0,1,2023,0,7,5,0,15.9,0,0,0,0,1,0,0
37728798,0,control,193,1976,11,179.6,4,4,0,18,0,2022,0,3,0,1,6.1,0,0,0,0,1,0,0
37728797,0,control,53,568,4,142.0,5,6,0,9,0,2022,0,1,0,0,7.0,0,0,0,0,0,0,0
37727832,0,control,92,2043,11,185.7,4,3,0,15,1,2023,0,0,1,0,19.6,0,0,0,0,1,0,0
37727829,0,control,101,1864,17,109.6,1,1,0,19,1,2023,2,0,2,3,29.5,1,0,0,0,1,0,0
37727770,0,control,94,1236,8,154.5,5,4,3,94,1,2022,0,0,4,0,0.0,0,0,0,0,0,0,1
37727012,0,control,163,1730,16,108.1,5,2,0,20,1,2023,0,0,1,1,23.1,0,0,0,0,0,0,0
37726620,0,control,107,1546,13,118.9,5,4,0,16,1,2022,0,2,3,0,43.3,0,0,0,0,0,0,0
37726616,0,control,115,1566,21,74.6,10,2,0,31,1,2022,0,0,2,0,35.1,0,0,0,0,1,0,0
37726615,0,control,128,1952,17,114.8,11,5,0,20,1,2022,0,0,0,0,12.8,0,0,0,0,1,0,0
37726614,0,control,108,1938,39,49.7,4,5,0,50,1,2022,1,0,1,2,56.2,0,0,0,0,1,0,0
37726612,0,control,167,678,3,226.0,6,4,2,9,1,2022,0,1,2,0,2.9,0,0,0,1,0,0,0
37726611,0,control,78,2552,30,85.1,16,8,0,59,1,2022,1,0,6,0,44.7,0,0,0,1,0,0,0
37726610,0,control,169,1691,23,73.5,9,4,1,38,1,2022,0,0,1,2,34.9,0,0,0,0,1,0,0
37726607,0,control,165,1575,27,58.3,14,3,0,27,1,2022,0,0,0,4,38.1,0,0,0,0,1,0,0
37726606,0,control,144,1638,24,68.2,10,4,2,35,1,2022,0,2,0,3,37.2,0,0,0,0,1,0,0
37726605,0,control,134,1594,15,106.3,9,4,0,29,1,2022,5,0,1,0,20.1,0,0,0,0,1,0,0
37726603,0,control,61,2170,20,108.5,9,7,1,39,1,2022,0,0,1,2,8.3,0,0,0,0,1,0,0
37726602,0,control,106,1653,34,48.6,9,7,0,22,1,2022,0,0,2,2,50.8,0,0,0,0,1,0,0
37726601,0,control,111,1595,54,29.5,13,6,0,43,1,2022,0,3,1,2,90.3,0,0,0,0,1,0,0
37726472,0,control,166,1694,17,99.6,7,4,0,36,1,2022,0,0,1,2,21.3,0,0,0,0,1,0,0
37726466,0,control,68,1404,20,70.2,3,3,0,22,1,2022,0,0,1,0,22.1,0,0,0,0,0,0,0
37726465,0,control,116,1943,22,88.3,8,6,0,33,1,2022,0,0,2,5,10.3,0,0,0,0,1,0,0
37726464,0,control,192,1719,36,47.8,6,2,0,29,1,2022,0,2,0,2,58.2,0,0,0,0,1,0,0
37726463,0,control,119,1639,19,86.3,6,4,1,32,1,2022,1,4,1,4,22.0,0,0,0,0,1,0,0
37726462,0,control,158,1881,15,125.4,5,2,1,23,1,2022,0,0,0,2,9.0,0,0,0,0,1,0,0
37726461,0,control,147,1795,26,69.0,12,3,0,16,1,2022,0,0,0,2,31.8,0,0,0,0,1,0,0
37726460,0,control,106,1073,10,107.3,9,5,0,29,1,2022,0,0,0,0,15.8,0,0,0,0,1,0,0
37726459,0,control,133,1378,16,86.1,9,4,2,23,1,2022,0,0,0,3,37.7,0,0,0,0,0,0,0
37726458,0,control,98,1684,25,67.4,4,6,0,16,1,2022,1,0,1,1,46.3,0,0,0,0,1,0,0
37726457,0,control,104,1776,29,61.2,10,2,0,23,1,2022,1,0,0,0,70.4,0,0,0,0,1,0,0
37726456,0,control,95,1536,19,80.8,8,9,3,32,1,2022,1,0,0,3,35.2,0,0,0,0,1,0,0
37726455,0,control,146,1539,20,77.0,13,10,0,41,1,2022,1,0,1,4,29.2,0,0,0,0,0,0,0
37726454,0,control,112,1704,27,63.1,8,6,4,41,1,2022,0,0,0,2,34.0,0,0,0,0,1,0,0
37726453,0,control,144,1620,26,62.3,6,4,1,37,1,2022,0,1,1,2,36.4,0,0,0,0,1,0,0
37725522,0,control,182,2560,25,102.4,3,1,0,61,1,2022,0,3,5,1,30.1,0,0,1,0,0,0,0
37724330,0,control,55,1047,6,174.5,3,4,0,128,1,2022,0,1,0,0,19.1,0,0,0,0,0,0,1
37724329,0,control,93,910,6,151.7,3,3,0,15,1,2022,0,0,1,0,0.0,0,0,0,0,0,0,0
37724328,0,control,40,774,6,129.0,2,3,0,221,1,2022,1,0,2,0,0.0,0,0,0,0,0,0,1
37724322,0,control,61,1362,8,170.2,1,1,0,14,1,2022,2,1,1,0,0.0,1,0,0,0,0,0,0
37724259,0,control,154,1174,16,73.4,6,1,0,19,1,2022,0,0,1,0,13.6,0,0,0,0,0,0,0
37724258,0,control,89,898,5,179.6,2,2,0,193,1,2022,0,0,0,0,0.0,0,0,0,0,0,0,0
37724256,0,control,77,500,4,125.0,2,2,1,18,1,2022,1,0,1,0,0.0,0,0,0,0,0,0,0
37724255,0,control,108,1304,8,163.0,6,4,0,208,1,2022,0,0,0,1,3.1,0,0,0,0,0,0,1
37724254,0,control,54,1456,12,121.3,3,5,0,277,1,2022,0,0,4,0,0.0,0,0,0,0,0,0,1
37724167,0,control,79,1362,7,194.6,2,1,2,84,1,2022,0,0,0,0,0.0,0,0,0,0,0,1,1
37724166,0,control,40,1235,6,205.8,6,4,0,216,1,2022,0,0,1,0,0.0,0,0,0,0,0,0,1
37724165,0,control,101,781,3,260.3,1,2,0,77,1,2022,0,0,1,0,0.0,1,0,0,0,0,0,0
37724164,0,control,98,1262,7,180.3,1,3,0,61,1,2022,1,1,1,0,6.3,1,0,0,0,0,1,0
37724162,0,control,56,652,4,163.0,2,1,0,95,1,2022,0,0,0,0,0.0,0,0,0,0,0,1,1
37724161,0,control,105,974,6,162.3,3,2,0,272,1,2022,1,1,0,1,0.0,0,0,0,0,0,1,1
37724159,0,control,87,763,4,190.8,5,3,1,109,1,2023,0,0,1,0,31.5,0,0,0,0,1,0,0
37724130,0,control,113,1588,10,158.8,4,5,2,36,1,2023,4,2,1,1,2.5,0,0,0,0,0,0,0
37724121,0,control,91,2054,18,114.1,4,4,1,48,1,2022,0,0,2,0,17.5,0,0,0,0,1,0,0
37724110,0,control,42,1450,10,145.0,2,2,9,156,1,2023,0,1,1,2,1.4,0,0,0,0,0,0,0
37724107,0,control,70,1515,8,189.4,3,2,0,139,1,2023,1,0,0,1,0.0,0,0,0,0,0,1,1
37724033,0,control,87,1111,9,123.4,3,3,0,0,1,2023,0,0,0,4,29.7,0,0,0,0,0,0,0
37724032,0,control,152,1680,25,67.2,6,3,0,0,1,2023,0,0,0,3,24.4,0,0,0,0,0,0,0
37724031,0,control,123,1211,9,134.6,5,7,0,0,1,2023,0,0,0,0,1.7,0,0,0,0,0,0,0
37724030,0,control,160,924,5,184.8,5,2,0,0,1,2023,0,0,0,1,11.9,0,0,0,0,0,0,0
37724029,0,control,139,1160,15,77.3,5,4,0,0,1,2023,0,1,1,0,22.4,0,0,0,0,0,0,0
37724028,0,control,109,1201,6,200.2,7,7,0,0,1,2023,0,0,3,0,9.2,0,0,0,0,0,0,0
37721922,0,control,154,1444,16,90.2,4,4,0,22,1,2022,0,0,0,0,6.2,0,0,0,0,0,0,0
37721921,0,control,120,1141,10,114.1,3,2,0,13,1,2022,0,0,0,2,7.9,0,0,0,0,0,0,0
37721410,0,control,118,982,5,196.4,4,3,2,138,1,2022,0,3,0,1,7.1,0,0,0,0,0,0,0
37720913,0,control,166,1404,8,175.5,5,5,2,44,1,2023,0,1,1,0,1.4,0,0,0,0,0,0,0
37720889,0,control,73,670,5,134.0,2,3,0,13,1,2022,0,1,0,0,0.0,0,0,0,0,0,0,0
37720872,0,control,111,1073,9,119.2,2,2,0,41,1,2023,0,1,0,0,8.4,0,0,0,0,0,0,0
37720871,0,control,170,938,7,134.0,1,1,0,43,1,2023,0,0,0,0,4.3,1,0,0,0,0,0,0
37720870,0,control,105,2010,11,182.7,1,1,0,65,1,2023,0,0,2,0,1.0,1,0,0,0,0,0,0
37720869,0,control,106,913,12,76.1,4,6,0,26,1,2023,0,0,0,0,32.9,0,0,0,0,0,0,0
37720868,0,control,80,1386,14,99.0,2,2,0,42,1,2023,2,0,1,0,18.8,0,0,0,0,1,0,0
37720867,0,control,110,1170,13,90.0,3,1,0,34,1,2023,0,1,2,0,8.5,0,0,0,0,0,0,0
37720866,0,control,150,1225,12,102.1,5,5,0,58,1,2023,2,0,0,0,34.3,0,0,0,0,0,1,0
37720865,0,control,131,1143,10,114.3,1,1,0,40,1,2023,0,0,0,0,14.9,1,0,0,0,0,0,0
37720864,0,control,85,1235,9,137.2,4,1,0,27,1,2023,0,0,0,2,18.6,0,0,0,0,0,0,0
37720863,0,control,128,673,9,74.8,3,1,0,15,1,2023,0,1,0,0,13.4,0,0,0,0,0,0,0
37720862,0,control,116,1536,7,219.4,4,4,0,42,1,2023,0,0,3,0,5.9,0,0,0,0,1,0,0
37720861,0,control,119,2265,9,251.7,3,4,0,52,1,2023,0,1,1,2,5.7,0,0,0,0,0,0,0
37720860,0,control,118,1095,9,121.7,6,6,0,21,1,2023,0,2,0,0,8.2,0,0,0,0,0,0,0
37720859,0,control,113,1398,13,107.5,5,3,0,48,1,2023,0,0,0,1,9.3,0,0,0,0,0,0,0
37720858,0,control,128,695,5,139.0,2,1,0,37,1,2023,0,0,0,0,4.3,0,0,0,0,0,0,0
37720857,0,control,147,1004,8,125.5,5,3,0,51,1,2023,1,1,2,0,9.0,0,0,0,0,0,1,0
37720855,0,control,98,1574,10,157.4,5,5,0,39,1,2023,0,1,2,3,10.2,0,0,0,0,0,0,0
37720854,0,control,117,1052,11,95.6,4,3,0,44,1,2023,0,1,1,0,13.3,0,0,0,0,0,0,0
37720853,0,control,120,1680,16,105.0,3,1,0,30,1,2023,0,2,0,2,28.6,0,0,0,0,0,0,0
37720852,0,control,115,1217,7,173.9,7,1,0,55,1,2023,1,0,1,0,14.0,0,0,0,0,0,0,0
37720850,0,control,46,1523,8,190.4,9,8,0,53,1,2023,2,0,2,0,1.3,0,0,0,0,0,0,0
37720849,0,control,192,1034,6,172.3,10,6,0,25,1,2023,0,0,0,1,0.0,0,0,0,0,0,0,0
37720848,0,control,91,836,6,139.3,2,2,0,21,1,2023,0,0,0,0,2.4,0,0,0,0,0,0,0
37720386,0,control,140,1489,8,186.1,4,2,1,62,1,2022,0,0,2,0,3.4,0,0,0,0,0,0,0
37720325,0,control,92,1030,6,171.7,6,4,0,48,1,2022,0,1,0,0,6.8,0,0,0,0,0,0,0
37720111,0,control,71,758,6,126.3,4,2,1,28,1,2022,0,0,0,0,0.0,0,0,0,0,0,0,0
37720005,0,control,31,1009,7,144.1,1,1,0,27,1,2023,0,0,2,1,5.9,1,0,0,1,0,0,0
37720004,0,control,117,1247,17,73.4,3,3,0,19,1,2023,0,0,1,2,28.9,0,0,0,0,1,0,0
37720002,0,control,82,1030,6,171.7,2,3,0,103,1,2023,0,0,3,1,23.3,0,0,0,0,0,0,1
37720001,0,control,51,847,7,121.0,2,2,0,14,1,2023,1,0,1,0,4.7,0,0,0,1,0,0,0
37720000,0,control,95,1105,14,78.9,13,6,2,27,1,2023,0,0,1,0,32.6,0,0,0,0,0,0,0
37719999,0,control,134,1113,6,185.5,9,5,0,20,1,2023,0,0,0,0,14.4,0,0,0,0,0,0,0
37719998,0,control,67,400,4,100.0,3,2,0,8,1,2023,0,0,0,0,0.0,0,0,0,1,0,0,0
37719997,0,control,88,737,6,122.8,6,2,0,14,1,2023,0,0,1,0,0.0,0,0,0,0,0,0,0
37719995,0,control,61,440,3,146.7,2,1,0,27,1,2023,0,0,0,0,0.0,0,0,0,1,0,0,0
37719994,0,control,57,960,10,96.0,6,2,0,10,1,2023,0,3,0,0,6.2,0,0,0,1,0,0,0
37719993,0,control,84,645,5,129.0,7,4,0,12,1,2023,1,0,0,0,0.0,0,0,0,0,0,0,0
37719992,0,control,72,480,4,120.0,4,1,0,23,1,2023,0,0,0,1,0.0,0,0,0,0,0,0,0
37719878,0,control,130,407,3,135.7,3,2,1,31,1,2022,0,0,0,0,4.9,0,0,0,0,0,0,0
37719780,0,control,72,1017,7,145.3,2,1,0,30,1,2023,0,0,0,0,2.0,0,0,0,0,0,0,0
37719469,0,control,93,1223,7,174.7,3,2,1,64,1,2022,0,2,1,1,0.0,0,0,0,0,0,0,0
37719455,0,control,78,1287,12,107.2,4,3,0,29,1,2022,0,0,1,0,8.5,0,0,0,0,0,0,0
37719446,0,control,127,2028,16,126.8,4,3,1,10,1,2022,0,0,1,3,15.3,0,0,0,0,0,0,0
37719421,0,control,171,1343,7,191.9,1,1,1,41,1,2023,0,0,1,0,0.0,1,0,0,0,0,0,0
37717999,0,control,44,1667,14,119.1,2,2,0,0,1,2023,0,0,2,1,9.6,0,0,0,0,0,0,1
37717998,0,control,69,898,6,149.7,2,2,0,0,1,2023,0,0,4,0,0.0,0,0,0,0,0,0,0
37714665,0,control,173,1411,17,83.0,10,5,0,0,1,2023,0,0,1,1,29.1,0,0,0,0,0,0,0
37713686,0,control,50,506,3,168.7,6,6,0,38,1,2023,0,0,0,0,0.0,0,0,0,0,0,0,0
37713685,0,control,139,2172,40,54.3,14,10,0,22,1,2023,0,0,1,5,52.5,0,1,1,0,0,0,0
37712592,0,control,101,1563,11,142.1,9,4,0,44,1,2022,0,0,4,1,9.6,0,0,0,0,0,0,0
37712070,0,control,99,1075,6,179.2,10,3,1,19,1,2022,3,3,0,1,5.6,0,0,0,0,0,0,0
37711858,0,control,91,1053,8,131.6,10,5,2,54,1,2023,0,0,1,0,1.9,0,0,0,0,0,0,0
37711732,0,control,91,1479,10,147.9,4,3,1,38,1,2022,0,0,0,0,0.0,0,0,0,0,0,0,0
37711671,0,control,129,931,7,133.0,3,1,2,27,1,2023,1,0,3,0,4.3,0,0,1,0,1,0,0
37711585,0,control,130,680,4,170.0,2,2,0,91,1,2023,0,0,1,0,0.0,0,0,0,0,1,0,0
37711577,0,control,100,1272,7,181.7,11,5,0,87,1,2023,0,0,2,0,0.0,0,0,0,0,0,0,0
37711574,0,control,129,1302,8,162.8,5,1,0,110,1,2023,0,0,0,0,15.4,0,0,0,0,0,0,1
37711569,0,control,72,1086,6,181.0,3,3,0,75,1,2023,0,1,1,0,0.0,0,0,0,0,0,0,1
37711355,0,control,97,1795,11,163.2,4,1,0,95,1,2023,0,0,1,0,11.7,0,1,1,0,1,0,1
37711263,0,control,110,920,8,115.0,1,1,0,19,1,2023,1,0,2,0,3.3,1,0,0,0,0,1,0
37706217,0,control,86,1784,8,223.0,1,1,2,104,1,2023,1,0,1,1,6.7,1,0,0,0,0,0,0
37706104,0,control,132,2604,19,137.1,9,5,0,46,1,2023,0,1,2,2,16.9,0,0,0,0,0,0,0
37706101,0,control,73,1383,9,153.7,6,4,0,17,1,2023,1,0,1,1,10.8,0,0,1,0,0,0,0
37706100,0,control,130,1905,19,100.3,12,4,0,55,1,2023,5,1,1,2,14.7,0,0,0,0,0,0,0
37706098,0,control,74,1676,10,167.6,4,2,0,63,1,2023,0,0,0,2,6.6,0,0,0,0,0,0,0
37706082,0,control,105,1028,8,128.5,4,2,0,8,1,2023,0,1,0,0,1.0,0,0,0,0,0,0,0
37706079,0,control,91,844,7,120.6,3,1,0,13,1,2023,0,0,3,0,0.0,0,0,0,0,0,0,0
37702980,0,control,105,1819,25,72.8,6,4,1,18,1,2022,1,0,1,1,30.8,0,0,0,0,1,0,0
37701878,0,control,44,1002,9,111.3,2,2,7,53,1,2023,0,0,1,0,0.0,0,0,0,0,0,0,0
37701558,0,control,145,1677,8,209.6,7,5,1,85,1,2022,2,2,3,0,0.0,0,0,0,1,0,0,1
37701517,0,control,67,1029,7,147.0,3,1,0,16,1,2022,0,0,1,0,14.6,0,0,0,1,1,0,0
